Spannung U1	Strom IA
7,00	0,20
7,03	0,20
7,05	0,20
7,08	0,18
7,10	0,18
7,13	0,17
7,15	0,17
7,17	0,19
7,20	0,19
7,22	0,19
7,25	0,20
7,27	0,20
7,30	0,21
7,32	0,21
7,35	0,20
7,37	0,19
7,39	0,18
7,42	0,19
7,44	0,20
7,47	0,20
7,49	0,20
7,52	0,20
7,54	0,20
7,57	0,21
7,59	0,21
7,61	0,20
7,64	0,20
7,66	0,19
7,69	0,19
7,71	0,19
7,74	0,19
7,76	0,18
7,78	0,18
7,81	0,19
7,83	0,20
7,86	0,19
7,88	0,19
7,91	0,21
7,93	0,22
7,96	0,22
7,98	0,22
8,00	0,21
8,03	0,22
8,05	0,22
8,08	0,20
8,10	0,21
8,13	0,19
8,15	0,20
8,18	0,21
8,20	0,21
8,22	0,21
8,25	0,21
8,27	0,21
8,30	0,23
8,32	0,22
8,35	0,20
8,37	0,21
8,40	0,20
8,42	0,20
8,44	0,20
8,47	0,20
8,49	0,21
8,52	0,20
8,54	0,20
8,57	0,21
8,59	0,19
8,62	0,19
8,64	0,21
8,66	0,20
8,69	0,20
8,71	0,20
8,74	0,20
8,76	0,22
8,79	0,22
8,81	0,21
8,84	0,22
8,86	0,21
8,88	0,21
8,91	0,22
8,93	0,21
8,96	0,22
8,98	0,22
9,01	0,21
9,03	0,23
9,05	0,22
9,08	0,22
9,10	0,22
9,13	0,21
9,15	0,21
9,18	0,21
9,20	0,20
9,23	0,20
9,25	0,20
9,27	0,21
9,30	0,22
9,32	0,20
9,35	0,21
9,37	0,23
9,40	0,23
9,42	0,23
9,45	0,23
9,47	0,22
9,49	0,23
9,52	0,23
9,54	0,21
9,57	0,22
9,59	0,21
9,62	0,20
9,64	0,21
9,67	0,22
9,69	0,23
9,71	0,22
9,74	0,22
9,76	0,23
9,79	0,24
9,81	0,23
9,84	0,23
9,86	0,21
9,89	0,21
9,91	0,22
9,93	0,21
9,96	0,21
9,98	0,20
10,01	0,20
10,03	0,21
10,06	0,20
10,08	0,20
10,10	0,20
10,13	0,21
10,15	0,22
10,18	0,22
10,20	0,21
10,23	0,23
10,25	0,22
10,28	0,22
10,30	0,22
10,32	0,21
10,35	0,21
10,37	0,22
10,40	0,22
10,42	0,22
10,45	0,23
10,47	0,22
10,50	0,24
10,52	0,24
10,54	0,23
10,57	0,23
10,59	0,22
10,62	0,22
10,64	0,22
10,67	0,22
10,69	0,22
10,72	0,22
10,74	0,22
10,76	0,23
10,79	0,22
10,81	0,22
10,84	0,22
10,86	0,22
10,89	0,22
10,91	0,23
10,94	0,22
10,96	0,23
10,98	0,23
11,01	0,23
11,03	0,23
11,06	0,22
11,08	0,22
11,11	0,23
11,13	0,23
11,15	0,23
11,18	0,23
11,20	0,24
11,23	0,26
11,25	0,26
11,28	0,24
11,30	0,24
11,33	0,23
11,35	0,22
11,37	0,23
11,40	0,22
11,42	0,22
11,45	0,23
11,47	0,23
11,50	0,25
11,52	0,25
11,55	0,25
11,57	0,25
11,59	0,25
11,62	0,25
11,64	0,25
11,67	0,24
11,69	0,25
11,72	0,25
11,74	0,25
11,77	0,25
11,79	0,24
11,81	0,25
11,84	0,26
11,86	0,26
11,89	0,26
11,91	0,26
11,94	0,25
11,96	0,27
11,99	0,27
12,01	0,25
12,03	0,25
12,06	0,25
12,08	0,25
12,11	0,25
12,13	0,25
12,16	0,25
12,18	0,25
12,21	0,25
12,23	0,26
12,25	0,26
12,28	0,26
12,30	0,26
12,33	0,26
12,35	0,27
12,38	0,27
12,40	0,27
12,42	0,27
12,45	0,27
12,47	0,28
12,50	0,28
12,52	0,26
12,55	0,27
12,57	0,28
12,60	0,29
12,62	0,29
12,64	0,29
12,67	0,30
12,69	0,31
12,72	0,31
12,74	0,28
12,77	0,28
12,79	0,27
12,82	0,27
12,84	0,27
12,86	0,26
12,89	0,27
12,91	0,27
12,94	0,27
12,96	0,29
12,99	0,29
13,01	0,29
13,04	0,29
13,06	0,29
13,08	0,30
13,11	0,29
13,13	0,29
13,16	0,29
13,18	0,29
13,21	0,29
13,23	0,29
13,26	0,27
13,28	0,27
13,30	0,29
13,33	0,29
13,35	0,29
13,38	0,30
13,40	0,29
13,43	0,32
13,45	0,32
13,47	0,31
13,50	0,31
13,52	0,30
13,55	0,30
13,57	0,29
13,60	0,29
13,62	0,29
13,65	0,29
13,67	0,28
13,69	0,29
13,72	0,29
13,74	0,30
13,77	0,29
13,79	0,30
13,82	0,30
13,84	0,31
13,87	0,30
13,89	0,30
13,91	0,30
13,94	0,30
13,96	0,30
13,99	0,28
14,01	0,28
14,04	0,29
14,06	0,29
14,09	0,29
14,11	0,29
14,13	0,29
14,16	0,31
14,18	0,31
14,21	0,29
14,23	0,29
14,26	0,28
14,28	0,28
14,31	0,28
14,33	0,28
14,35	0,27
14,38	0,27
14,40	0,27
14,43	0,30
14,45	0,30
14,48	0,30
14,50	0,30
14,52	0,30
14,55	0,30
14,57	0,30
14,60	0,29
14,62	0,29
14,65	0,28
14,67	0,29
14,70	0,29
14,72	0,28
14,74	0,29
14,77	0,29
14,79	0,30
14,82	0,30
14,84	0,30
14,87	0,29
14,89	0,31
14,92	0,30
14,94	0,29
14,96	0,29
14,99	0,27
15,01	0,27
15,04	0,28
15,06	0,27
15,09	0,27
15,11	0,27
15,14	0,26
15,16	0,28
15,18	0,28
15,21	0,27
15,23	0,27
15,26	0,28
15,28	0,29
15,31	0,29
15,33	0,28
15,36	0,28
15,38	0,28
15,40	0,28
15,43	0,28
15,45	0,27
15,48	0,28
15,50	0,28
15,53	0,27
15,55	0,27
15,57	0,28
15,60	0,28
15,62	0,29
15,65	0,28
15,67	0,30
15,70	0,29
15,72	0,27
15,75	0,27
15,77	0,27
15,79	0,26
15,82	0,26
15,84	0,25
15,87	0,26
15,89	0,28
15,92	0,29
15,94	0,29
15,97	0,31
15,99	0,30
16,01	0,30
16,04	0,30
16,06	0,31
16,09	0,30
16,11	0,30
16,14	0,29
16,16	0,30
16,19	0,31
16,21	0,31
16,23	0,31
16,26	0,32
16,28	0,32
16,31	0,33
16,33	0,33
16,36	0,34
16,38	0,35
16,41	0,34
16,43	0,34
16,45	0,33
16,48	0,33
16,50	0,34
16,53	0,33
16,55	0,33
16,58	0,33
16,60	0,34
16,63	0,37
16,65	0,38
16,67	0,38
16,70	0,38
16,72	0,39
16,75	0,40
16,77	0,39
16,80	0,38
16,82	0,38
16,84	0,38
16,87	0,39
16,89	0,39
16,92	0,40
16,94	0,41
16,97	0,42
16,99	0,42
17,02	0,42
17,04	0,43
17,06	0,42
17,09	0,44
17,11	0,44
17,14	0,44
17,16	0,44
17,19	0,43
17,21	0,44
17,24	0,44
17,26	0,43
17,28	0,44
17,31	0,43
17,33	0,43
17,36	0,47
17,38	0,46
17,41	0,47
17,43	0,47
17,46	0,47
17,48	0,48
17,50	0,49
17,53	0,48
17,55	0,48
17,58	0,48
17,60	0,47
17,63	0,48
17,65	0,48
17,68	0,48
17,70	0,48
17,72	0,48
17,75	0,49
17,77	0,49
17,80	0,49
17,82	0,51
17,85	0,51
17,87	0,51
17,89	0,51
17,92	0,49
17,94	0,49
17,97	0,49
17,99	0,47
18,02	0,47
18,04	0,46
18,07	0,46
18,09	0,49
18,11	0,49
18,14	0,48
18,16	0,48
18,19	0,47
18,21	0,47
18,24	0,47
18,26	0,46
18,29	0,46
18,31	0,46
18,33	0,46
18,36	0,46
18,38	0,47
18,41	0,46
18,43	0,46
18,46	0,46
18,48	0,47
18,51	0,46
18,53	0,47
18,55	0,49
18,58	0,48
18,60	0,48
18,63	0,48
18,65	0,46
18,68	0,46
18,70	0,45
18,73	0,43
18,75	0,43
18,77	0,42
18,80	0,42
18,82	0,45
18,85	0,45
18,87	0,45
18,90	0,45
18,92	0,44
18,94	0,44
18,97	0,44
18,99	0,42
19,02	0,42
19,04	0,40
19,07	0,40
19,09	0,41
19,12	0,40
19,14	0,40
19,16	0,40
19,19	0,40
19,21	0,41
19,24	0,40
19,26	0,39
19,29	0,40
19,31	0,39
19,34	0,39
19,36	0,39
19,38	0,37
19,41	0,38
19,43	0,38
19,46	0,37
19,48	0,37
19,51	0,35
19,53	0,35
19,56	0,38
19,58	0,37
19,60	0,36
19,63	0,35
19,65	0,35
19,68	0,36
19,70	0,35
19,73	0,33
19,75	0,33
19,78	0,33
19,80	0,33
19,82	0,33
19,85	0,32
19,87	0,32
19,90	0,32
19,92	0,32
19,95	0,33
19,97	0,33
19,99	0,32
20,02	0,33
20,04	0,33
20,07	0,33
20,09	0,33
20,12	0,33
20,14	0,33
20,17	0,33
20,19	0,32
20,21	0,32
20,24	0,30
20,26	0,30
20,29	0,32
20,31	0,31
20,34	0,31
20,36	0,32
20,39	0,31
20,41	0,33
20,43	0,33
20,46	0,32
20,48	0,33
20,51	0,32
20,53	0,32
20,56	0,33
20,58	0,34
20,61	0,34
20,63	0,34
20,65	0,34
20,68	0,36
20,70	0,36
20,73	0,36
20,75	0,37
20,78	0,37
20,80	0,38
20,83	0,39
20,85	0,40
20,87	0,39
20,90	0,40
20,92	0,40
20,95	0,41
20,97	0,40
21,00	0,41
21,02	0,43
21,05	0,45
21,07	0,46
21,09	0,47
21,12	0,48
21,14	0,49
21,17	0,50
21,19	0,49
21,22	0,49
21,24	0,48
21,26	0,49
21,29	0,52
21,31	0,53
21,34	0,55
21,36	0,56
21,39	0,57
21,41	0,60
21,44	0,60
21,46	0,60
21,48	0,61
21,51	0,62
21,53	0,63
21,56	0,64
21,58	0,65
21,61	0,66
21,63	0,66
21,66	0,67
21,68	0,69
21,70	0,68
21,73	0,68
21,75	0,69
21,78	0,71
21,80	0,72
21,83	0,73
21,85	0,74
21,88	0,76
21,90	0,77
21,92	0,77
21,95	0,78
21,97	0,77
22,00	0,77
22,02	0,79
22,05	0,79
22,07	0,80
22,10	0,80
22,12	0,80
22,14	0,83
22,17	0,83
22,19	0,83
22,22	0,83
22,24	0,83
22,27	0,84
22,29	0,84
22,31	0,83
22,34	0,83
22,36	0,83
22,39	0,83
22,41	0,84
22,44	0,82
22,46	0,83
22,49	0,84
22,51	0,83
22,53	0,84
22,56	0,84
22,58	0,84
22,61	0,85
22,63	0,85
22,66	0,83
22,68	0,83
22,71	0,81
22,73	0,81
22,75	0,82
22,78	0,82
22,80	0,81
22,83	0,81
22,85	0,80
22,88	0,82
22,90	0,82
22,93	0,80
22,95	0,80
22,97	0,79
23,00	0,78
23,02	0,78
23,05	0,77
23,07	0,76
23,10	0,75
23,12	0,75
23,15	0,75
23,17	0,73
23,19	0,73
23,22	0,72
23,24	0,72
23,27	0,72
23,29	0,71
23,32	0,70
23,34	0,71
23,36	0,70
23,39	0,69
23,41	0,69
23,44	0,66
23,46	0,66
23,49	0,66
23,51	0,66
23,54	0,66
23,56	0,65
23,58	0,65
23,61	0,66
23,63	0,66
23,66	0,64
23,68	0,63
23,71	0,61
23,73	0,61
23,76	0,61
23,78	0,60
23,80	0,59
23,83	0,58
23,85	0,57
23,88	0,57
23,90	0,56
23,93	0,55
23,95	0,54
23,98	0,53
24,00	0,53
24,02	0,53
24,05	0,52
24,07	0,52
24,10	0,52
24,12	0,51
24,15	0,51
24,17	0,49
24,20	0,48
24,22	0,49
24,24	0,48
24,27	0,48
24,29	0,47
24,32	0,46
24,34	0,48
24,37	0,48
24,39	0,46
24,42	0,45
24,44	0,44
24,46	0,43
24,49	0,43
24,51	0,41
24,54	0,41
24,56	0,40
24,59	0,40
24,61	0,41
24,63	0,40
24,66	0,40
24,68	0,40
24,71	0,39
24,73	0,38
24,76	0,37
24,78	0,37
24,81	0,37
24,83	0,36
24,85	0,37
24,88	0,36
24,90	0,35
24,93	0,36
24,95	0,37
24,98	0,37
25,00	0,37
25,03	0,36
25,05	0,35
25,07	0,38
25,10	0,38
25,12	0,37
25,15	0,37
25,17	0,37
25,20	0,38
25,22	0,39
25,25	0,38
25,27	0,38
25,29	0,37
25,32	0,37
25,34	0,39
25,37	0,40
25,39	0,40
25,42	0,40
25,44	0,41
25,47	0,43
25,49	0,44
25,51	0,45
25,54	0,45
25,56	0,47
25,59	0,48
25,61	0,49
25,64	0,49
25,66	0,50
25,68	0,53
25,71	0,54
25,73	0,56
25,76	0,57
25,78	0,59
25,81	0,62
25,83	0,63
25,86	0,63
25,88	0,65
25,90	0,64
25,93	0,67
25,95	0,68
25,98	0,69
26,00	0,71
26,03	0,73
26,05	0,74
26,08	0,79
26,10	0,80
26,12	0,82
26,15	0,84
26,17	0,87
26,20	0,89
26,22	0,92
26,25	0,93
26,27	0,96
26,30	0,97
26,32	0,98
26,34	1,00
26,37	1,01
26,39	1,03
26,42	1,06
26,44	1,08
26,47	1,10
26,49	1,13
26,52	1,15
26,54	1,19
26,56	1,20
26,59	1,21
26,61	1,22
26,64	1,22
26,66	1,23
26,69	1,24
26,71	1,25
26,73	1,26
26,76	1,27
26,78	1,29
26,81	1,33
26,83	1,34
26,86	1,35
26,88	1,36
26,91	1,37
26,93	1,38
26,95	1,38
26,98	1,38
27,00	1,39
27,03	1,39
27,05	1,40
27,08	1,41
27,10	1,42
27,13	1,42
27,15	1,43
27,17	1,42
27,20	1,43
27,22	1,42
27,25	1,42
27,27	1,43
27,30	1,43
27,32	1,43
27,35	1,42
27,37	1,41
27,39	1,41
27,42	1,40
27,44	1,38
27,47	1,38
27,49	1,37
27,52	1,37
27,54	1,38
27,57	1,38
27,59	1,38
27,61	1,37
27,64	1,36
27,66	1,35
27,69	1,35
27,71	1,32
27,74	1,31
27,76	1,28
27,78	1,27
27,81	1,27
27,83	1,25
27,86	1,25
27,88	1,23
27,91	1,23
27,93	1,23
27,96	1,22
27,98	1,20
28,00	1,20
28,03	1,19
28,05	1,17
28,08	1,16
28,10	1,13
28,13	1,12
28,15	1,11
28,18	1,09
28,20	1,08
28,22	1,06
28,25	1,04
28,27	1,05
28,30	1,04
28,32	1,02
28,35	1,00
28,37	0,98
28,40	0,98
28,42	0,96
28,44	0,94
28,47	0,93
28,49	0,91
28,52	0,89
28,54	0,88
28,57	0,86
28,59	0,85
28,62	0,83
28,64	0,82
28,66	0,82
28,69	0,81
28,71	0,80
28,74	0,80
28,76	0,80
28,79	0,79
28,81	0,77
28,84	0,73
28,86	0,72
28,88	0,71
28,91	0,68
28,93	0,67
28,96	0,66
28,98	0,65
29,01	0,67
29,03	0,66
29,05	0,65
29,08	0,63
29,10	0,62
29,13	0,61
29,15	0,60
29,18	0,58
29,20	0,57
29,23	0,56
29,25	0,55
29,27	0,55
29,30	0,55
29,32	0,54
29,35	0,53
29,37	0,53
29,40	0,53
29,42	0,52
29,45	0,50
29,47	0,52
29,49	0,51
29,52	0,50
29,54	0,49
29,57	0,47
29,59	0,46
29,62	0,46
29,64	0,43
29,67	0,44
29,69	0,43
29,71	0,42
29,74	0,44
29,76	0,44
29,79	0,44
29,81	0,44
29,84	0,43
29,86	0,44
29,89	0,44
29,91	0,43
29,93	0,43
29,96	0,43
29,98	0,43
30,01	0,44
30,03	0,45
30,06	0,45
30,08	0,46
30,10	0,47
30,13	0,47
30,15	0,48
30,18	0,48
30,20	0,50
30,23	0,50
30,25	0,51
30,28	0,52
30,30	0,52
30,32	0,53
30,35	0,54
30,37	0,55
30,40	0,57
30,42	0,57
30,45	0,58
30,47	0,63
30,50	0,64
30,52	0,66
30,54	0,68
30,57	0,71
30,59	0,74
30,62	0,77
30,64	0,77
30,67	0,80
30,69	0,83
30,72	0,86
30,74	0,89
30,76	0,91
30,79	0,95
30,81	0,98
30,84	1,01
30,86	1,04
30,89	1,07
30,91	1,10
30,94	1,15
30,96	1,18
30,98	1,22
31,01	1,25
31,03	1,28
31,06	1,31
31,08	1,35
31,11	1,36
31,13	1,40
31,15	1,42
31,18	1,46
31,20	1,52
31,23	1,55
31,25	1,58
31,28	1,62
31,30	1,65
31,33	1,70
31,35	1,72
31,37	1,75
31,40	1,77
31,42	1,80
31,45	1,83
31,47	1,87
31,50	1,90
31,52	1,92
31,55	1,95
31,57	1,97
31,59	2,01
31,62	2,03
31,64	2,04
31,67	2,08
31,69	2,09
31,72	2,12
31,74	2,13
31,77	2,15
31,79	2,17
31,81	2,19
31,84	2,18
31,86	2,19
31,89	2,19
31,91	2,19
31,94	2,22
31,96	2,23
31,99	2,24
32,01	2,25
32,03	2,25
32,06	2,27
32,08	2,27
32,11	2,25
32,13	2,25
32,16	2,24
32,18	2,24
32,20	2,24
32,23	2,24
32,25	2,24
32,28	2,24
32,30	2,23
32,33	2,23
32,35	2,22
32,38	2,20
32,40	2,19
32,42	2,17
32,45	2,15
32,47	2,14
32,50	2,13
32,52	2,12
32,55	2,10
32,57	2,08
32,60	2,07
32,62	2,03
32,64	2,02
32,67	2,01
32,69	1,99
32,72	1,97
32,74	1,96
32,77	1,94
32,79	1,93
32,82	1,91
32,84	1,87
32,86	1,86
32,89	1,82
32,91	1,78
32,94	1,77
32,96	1,74
32,99	1,72
33,01	1,69
33,04	1,67
33,06	1,66
33,08	1,64
33,11	1,61
33,13	1,59
33,16	1,57
33,18	1,54
33,21	1,51
33,23	1,49
33,26	1,46
33,28	1,43
33,30	1,41
33,33	1,39
33,35	1,35
33,38	1,33
33,40	1,33
33,43	1,30
33,45	1,28
33,47	1,25
33,50	1,23
33,52	1,23
33,55	1,20
33,57	1,16
33,60	1,15
33,62	1,12
33,65	1,11
33,67	1,10
33,69	1,08
33,72	1,06
33,74	1,03
33,77	1,00
33,79	1,00
33,82	0,98
33,84	0,95
33,87	0,94
33,89	0,92
33,91	0,91
33,94	0,89
33,96	0,86
33,99	0,84
34,01	0,83
34,04	0,81
34,06	0,79
34,09	0,76
34,11	0,75
34,13	0,76
34,16	0,75
34,18	0,73
34,21	0,72
34,23	0,71
34,26	0,70
34,28	0,69
34,31	0,66
34,33	0,65
34,35	0,62
34,38	0,62
34,40	0,62
34,43	0,61
34,45	0,61
34,48	0,60
34,50	0,60
34,52	0,61
34,55	0,60
34,57	0,58
34,60	0,57
34,62	0,56
34,65	0,55
34,67	0,55
34,70	0,55
34,72	0,55
34,74	0,56
34,77	0,55
34,79	0,56
34,82	0,55
34,84	0,55
34,87	0,54
34,89	0,54
34,92	0,54
34,94	0,55
34,96	0,55
34,99	0,58
35,01	0,59
35,04	0,60
35,06	0,61
35,09	0,62
35,11	0,63
35,14	0,66
35,16	0,67
35,18	0,69
35,21	0,72
35,23	0,73
35,26	0,77
35,28	0,79
35,31	0,80
35,33	0,82
35,36	0,83
35,38	0,86
35,40	0,89
35,43	0,91
35,45	0,94
35,48	0,97
35,50	1,01
35,53	1,06
35,55	1,09
35,57	1,13
35,60	1,17
35,62	1,21
35,65	1,25
35,67	1,30
35,70	1,34
35,72	1,39
35,75	1,44
35,77	1,48
35,79	1,53
35,82	1,57
35,84	1,62
35,87	1,69
35,89	1,74
35,92	1,79
35,94	1,84
35,97	1,89
35,99	1,96
36,01	2,01
36,04	2,04
36,06	2,09
36,09	2,13
36,11	2,20
36,14	2,25
36,16	2,29
36,19	2,36
36,21	2,41
36,23	2,46
36,26	2,52
36,28	2,57
36,31	2,61
36,33	2,66
36,36	2,70
36,38	2,75
36,41	2,79
36,43	2,83
36,45	2,88
36,48	2,92
36,50	2,97
36,53	3,01
36,55	3,04
36,58	3,07
36,60	3,13
36,62	3,16
36,65	3,19
36,67	3,22
36,70	3,24
36,72	3,28
36,75	3,30
36,77	3,30
36,80	3,33
36,82	3,34
36,84	3,35
36,87	3,37
36,89	3,38
36,92	3,39
36,94	3,40
36,97	3,40
36,99	3,42
37,02	3,43
37,04	3,43
37,06	3,42
37,09	3,43
37,11	3,43
37,14	3,43
37,16	3,42
37,19	3,42
37,21	3,41
37,24	3,40
37,26	3,39
37,28	3,37
37,31	3,35
37,33	3,36
37,36	3,33
37,38	3,32
37,41	3,30
37,43	3,28
37,46	3,28
37,48	3,26
37,50	3,22
37,53	3,19
37,55	3,15
37,58	3,12
37,60	3,09
37,63	3,06
37,65	3,03
37,68	3,00
37,70	2,97
37,72	2,95
37,75	2,91
37,77	2,87
37,80	2,84
37,82	2,80
37,85	2,76
37,87	2,72
37,89	2,68
37,92	2,66
37,94	2,61
37,97	2,58
37,99	2,56
38,02	2,51
38,04	2,47
38,07	2,45
38,09	2,41
38,11	2,38
38,14	2,34
38,16	2,29
38,19	2,28
38,21	2,25
38,24	2,19
38,26	2,16
38,29	2,11
38,31	2,08
38,33	2,04
38,36	1,99
38,38	1,95
38,41	1,91
38,43	1,87
38,46	1,85
38,48	1,81
38,51	1,78
38,53	1,75
38,55	1,72
38,58	1,69
38,60	1,66
38,63	1,62
38,65	1,59
38,68	1,56
38,70	1,52
38,73	1,49
38,75	1,46
38,77	1,43
38,80	1,41
38,82	1,38
38,85	1,36
38,87	1,33
38,90	1,30
38,92	1,29
38,94	1,26
38,97	1,22
38,99	1,20
39,02	1,17
39,04	1,15
39,07	1,12
39,09	1,08
39,12	1,05
39,14	1,03
39,16	1,01
39,19	1,00
39,21	0,99
39,24	0,97
39,26	0,95
39,29	0,94
39,31	0,93
39,34	0,92
39,36	0,89
39,38	0,88
39,41	0,86
39,43	0,85
39,46	0,83
39,48	0,82
39,51	0,81
39,53	0,81
39,56	0,80
39,58	0,80
39,60	0,80
39,63	0,81
39,65	0,81
39,68	0,81
39,70	0,81
39,73	0,81
39,75	0,79
39,78	0,79
39,80	0,79
39,82	0,79
39,85	0,80
39,87	0,80
39,90	0,81
39,92	0,85
39,95	0,86
39,97	0,87
39,99	0,89
40,02	0,91
40,04	0,94
40,07	0,96
40,09	0,97
40,12	0,99
40,14	1,01
40,17	1,04
40,19	1,07
40,21	1,11
40,24	1,13
40,26	1,16
40,29	1,21
40,31	1,25
40,34	1,28
40,36	1,32
40,39	1,38
40,41	1,43
40,43	1,49
40,46	1,53
40,48	1,56
40,51	1,62
40,53	1,66
40,56	1,70
40,58	1,75
40,61	1,81
40,63	1,87
40,65	1,96
40,68	2,03
40,70	2,10
40,73	2,18
40,75	2,25
40,78	2,32
40,80	2,40
40,83	2,45
40,85	2,52
40,87	2,59
40,90	2,65
40,92	2,72
40,95	2,80
40,97	2,87
41,00	2,95
41,02	3,03
41,05	3,11
41,07	3,19
41,09	3,27
41,12	3,35
41,14	3,42
41,17	3,49
41,19	3,55
41,22	3,61
41,24	3,67
41,26	3,74
41,29	3,80
41,31	3,88
41,34	3,95
41,36	4,02
41,39	4,12
41,41	4,18
41,44	4,24
41,46	4,30
41,48	4,35
41,51	4,41
41,53	4,47
41,56	4,50
41,58	4,56
41,61	4,61
41,63	4,66
41,66	4,71
41,68	4,76
41,70	4,80
41,73	4,82
41,75	4,86
41,78	4,89
41,80	4,91
41,83	4,94
41,85	4,97
41,88	4,99
41,90	5,03
41,92	5,05
41,95	5,05
41,97	5,07
42,00	5,08
42,02	5,08
42,05	5,08
42,07	5,08
42,10	5,08
42,12	5,11
42,14	5,10
42,17	5,09
42,19	5,09
42,22	5,08
42,24	5,08
42,27	5,06
42,29	5,03
42,31	5,01
42,34	4,98
42,36	4,96
42,39	4,94
42,41	4,91
42,44	4,88
42,46	4,84
42,49	4,82
42,51	4,79
42,53	4,74
42,56	4,70
42,58	4,67
42,61	4,63
