Spannung U1	Strom IA
7,00	0,18
7,03	0,18
7,05	0,17
7,08	0,18
7,10	0,18
7,13	0,19
7,15	0,20
7,17	0,19
7,20	0,19
7,22	0,19
7,25	0,19
7,27	0,20
7,30	0,20
7,32	0,21
7,35	0,20
7,37	0,21
7,39	0,18
7,42	0,19
7,44	0,20
7,47	0,20
7,49	0,20
7,52	0,21
7,54	0,21
7,57	0,20
7,59	0,25
7,61	0,23
7,64	0,25
7,66	0,21
7,69	0,20
7,71	0,17
7,74	0,18
7,76	0,17
7,78	0,19
7,81	0,21
7,83	0,20
7,86	0,21
7,88	0,21
7,91	0,23
7,93	0,23
7,96	0,23
7,98	0,20
8,00	0,19
8,03	0,18
8,05	0,17
8,08	0,17
8,10	0,20
8,13	0,18
8,15	0,19
8,18	0,18
8,20	0,18
8,22	0,19
8,25	0,19
8,27	0,19
8,30	0,20
8,32	0,21
8,35	0,19
8,37	0,21
8,40	0,20
8,42	0,18
8,44	0,18
8,47	0,18
8,49	0,17
8,52	0,18
8,54	0,20
8,57	0,18
8,59	0,19
8,62	0,18
8,64	0,18
8,66	0,18
8,69	0,20
8,71	0,20
8,74	0,21
8,76	0,20
8,79	0,20
8,81	0,19
8,84	0,19
8,86	0,19
8,88	0,21
8,91	0,20
8,93	0,19
8,96	0,18
8,98	0,19
9,01	0,21
9,03	0,21
9,05	0,22
9,08	0,20
9,10	0,20
9,13	0,17
9,15	0,18
9,18	0,16
9,20	0,17
9,23	0,17
9,25	0,17
9,27	0,17
9,30	0,18
9,32	0,21
9,35	0,20
9,37	0,21
9,40	0,20
9,42	0,19
9,45	0,19
9,47	0,18
9,49	0,17
9,52	0,18
9,54	0,19
9,57	0,18
9,59	0,20
9,62	0,20
9,64	0,20
9,67	0,20
9,69	0,20
9,71	0,20
9,74	0,20
9,76	0,20
9,79	0,19
9,81	0,20
9,84	0,20
9,86	0,19
9,89	0,19
9,91	0,18
9,93	0,19
9,96	0,20
9,98	0,20
10,01	0,20
10,03	0,20
10,06	0,22
10,08	0,20
10,10	0,23
10,13	0,22
10,15	0,22
10,18	0,20
10,20	0,20
10,23	0,18
10,25	0,18
10,28	0,18
10,30	0,18
10,32	0,20
10,35	0,19
10,37	0,20
10,40	0,21
10,42	0,22
10,45	0,22
10,47	0,22
10,50	0,23
10,52	0,23
10,54	0,21
10,57	0,22
10,59	0,20
10,62	0,20
10,64	0,19
10,67	0,20
10,69	0,19
10,72	0,21
10,74	0,22
10,76	0,22
10,79	0,23
10,81	0,22
10,84	0,23
10,86	0,21
10,89	0,22
10,91	0,19
10,94	0,20
10,96	0,20
10,98	0,19
11,01	0,19
11,03	0,19
11,06	0,21
11,08	0,20
11,11	0,20
11,13	0,20
11,15	0,22
11,18	0,21
11,20	0,22
11,23	0,23
11,25	0,21
11,28	0,21
11,30	0,21
11,33	0,19
11,35	0,20
11,37	0,19
11,40	0,19
11,42	0,18
11,45	0,20
11,47	0,19
11,50	0,20
11,52	0,23
11,55	0,22
11,57	0,22
11,59	0,22
11,62	0,23
11,64	0,20
11,67	0,22
11,69	0,19
11,72	0,19
11,74	0,19
11,77	0,19
11,79	0,19
11,81	0,20
11,84	0,22
11,86	0,21
11,89	0,22
11,91	0,22
11,94	0,22
11,96	0,22
11,99	0,21
12,01	0,21
12,03	0,20
12,06	0,20
12,08	0,19
12,11	0,21
12,13	0,21
12,16	0,19
12,18	0,21
12,21	0,20
12,23	0,20
12,25	0,20
12,28	0,21
12,30	0,21
12,33	0,20
12,35	0,19
12,38	0,19
12,40	0,20
12,42	0,19
12,45	0,21
12,47	0,18
12,50	0,18
12,52	0,19
12,55	0,19
12,57	0,18
12,60	0,21
12,62	0,24
12,64	0,22
12,67	0,23
12,69	0,23
12,72	0,23
12,74	0,22
12,77	0,21
12,79	0,20
12,82	0,19
12,84	0,19
12,86	0,18
12,89	0,19
12,91	0,20
12,94	0,22
12,96	0,24
12,99	0,24
13,01	0,24
13,04	0,24
13,06	0,21
13,08	0,20
13,11	0,19
13,13	0,19
13,16	0,18
13,18	0,20
13,21	0,20
13,23	0,23
13,26	0,22
13,28	0,22
13,30	0,22
13,33	0,22
13,35	0,22
13,38	0,20
13,40	0,21
13,43	0,19
13,45	0,19
13,47	0,19
13,50	0,20
13,52	0,21
13,55	0,22
13,57	0,21
13,60	0,21
13,62	0,21
13,65	0,20
13,67	0,19
13,69	0,21
13,72	0,20
13,74	0,20
13,77	0,20
13,79	0,22
13,82	0,22
13,84	0,22
13,87	0,22
13,89	0,20
13,91	0,19
13,94	0,18
13,96	0,19
13,99	0,19
14,01	0,21
14,04	0,24
14,06	0,24
14,09	0,23
14,11	0,23
14,13	0,25
14,16	0,22
14,18	0,23
14,21	0,22
14,23	0,22
14,26	0,21
14,28	0,19
14,31	0,20
14,33	0,21
14,35	0,23
14,38	0,22
14,40	0,23
14,43	0,22
14,45	0,22
14,48	0,22
14,50	0,21
14,52	0,20
14,55	0,20
14,57	0,20
14,60	0,21
14,62	0,21
14,65	0,23
14,67	0,20
14,70	0,21
14,72	0,20
14,74	0,20
14,77	0,19
14,79	0,22
14,82	0,22
14,84	0,21
14,87	0,22
14,89	0,21
14,92	0,21
14,94	0,20
14,96	0,20
14,99	0,17
15,01	0,17
15,04	0,18
15,06	0,18
15,09	0,20
15,11	0,21
15,14	0,23
15,16	0,22
15,18	0,22
15,21	0,21
15,23	0,24
15,26	0,22
15,28	0,22
15,31	0,22
15,33	0,21
15,36	0,20
15,38	0,19
15,40	0,20
15,43	0,21
15,45	0,22
15,48	0,22
15,50	0,22
15,53	0,23
15,55	0,22
15,57	0,22
15,60	0,23
15,62	0,21
15,65	0,21
15,67	0,20
15,70	0,19
15,72	0,19
15,75	0,22
15,77	0,20
15,79	0,21
15,82	0,23
15,84	0,22
15,87	0,22
15,89	0,22
15,92	0,22
15,94	0,21
15,97	0,22
15,99	0,21
16,01	0,20
16,04	0,22
16,06	0,21
16,09	0,19
16,11	0,19
16,14	0,19
16,16	0,19
16,19	0,19
16,21	0,22
16,23	0,22
16,26	0,23
16,28	0,23
16,31	0,23
16,33	0,23
16,36	0,23
16,38	0,24
16,41	0,22
16,43	0,22
16,45	0,22
16,48	0,22
16,50	0,22
16,53	0,25
16,55	0,25
16,58	0,23
16,60	0,23
16,63	0,22
16,65	0,23
16,67	0,23
16,70	0,24
16,72	0,23
16,75	0,23
16,77	0,23
16,80	0,22
16,82	0,23
16,84	0,23
16,87	0,24
16,89	0,24
16,92	0,24
16,94	0,24
16,97	0,26
16,99	0,27
17,02	0,25
17,04	0,25
17,06	0,24
17,09	0,24
17,11	0,24
17,14	0,24
17,16	0,25
17,19	0,26
17,21	0,27
17,24	0,26
17,26	0,28
17,28	0,28
17,31	0,27
17,33	0,28
17,36	0,27
17,38	0,27
17,41	0,26
17,43	0,29
17,46	0,29
17,48	0,29
17,50	0,27
17,53	0,27
17,55	0,24
17,58	0,23
17,60	0,24
17,63	0,25
17,65	0,27
17,68	0,27
17,70	0,27
17,72	0,28
17,75	0,29
17,77	0,28
17,80	0,28
17,82	0,26
17,85	0,25
17,87	0,25
17,89	0,24
17,92	0,24
17,94	0,28
17,97	0,27
17,99	0,26
18,02	0,27
18,04	0,26
18,07	0,26
18,09	0,27
18,11	0,28
18,14	0,26
18,16	0,28
18,19	0,25
18,21	0,25
18,24	0,26
18,26	0,27
18,29	0,27
18,31	0,27
18,33	0,28
18,36	0,27
18,38	0,29
18,41	0,28
18,43	0,28
18,46	0,27
18,48	0,26
18,51	0,25
18,53	0,27
18,55	0,27
18,58	0,27
18,60	0,26
18,63	0,26
18,65	0,24
18,68	0,25
18,70	0,25
18,73	0,28
18,75	0,27
18,77	0,25
18,80	0,25
18,82	0,25
18,85	0,27
18,87	0,27
18,90	0,28
18,92	0,25
18,94	0,25
18,97	0,23
18,99	0,22
19,02	0,23
19,04	0,25
19,07	0,24
19,09	0,24
19,12	0,25
19,14	0,23
19,16	0,26
19,19	0,25
19,21	0,25
19,24	0,24
19,26	0,24
19,29	0,22
19,31	0,23
19,34	0,23
19,36	0,23
19,38	0,25
19,41	0,25
19,43	0,25
19,46	0,25
19,48	0,26
19,51	0,26
19,53	0,27
19,56	0,26
19,58	0,25
19,60	0,24
19,63	0,23
19,65	0,23
19,68	0,24
19,70	0,24
19,73	0,25
19,75	0,25
19,78	0,24
19,80	0,24
19,82	0,24
19,85	0,24
19,87	0,22
19,90	0,23
19,92	0,21
19,95	0,25
19,97	0,25
19,99	0,26
20,02	0,23
20,04	0,24
20,07	0,22
20,09	0,21
20,12	0,21
20,14	0,23
20,17	0,23
20,19	0,22
20,21	0,21
20,24	0,22
20,26	0,23
20,29	0,23
20,31	0,23
20,34	0,22
20,36	0,22
20,39	0,20
20,41	0,20
20,43	0,19
20,46	0,21
20,48	0,20
20,51	0,20
20,53	0,21
20,56	0,23
20,58	0,25
20,61	0,25
20,63	0,25
20,65	0,22
20,68	0,22
20,70	0,21
20,73	0,21
20,75	0,23
20,78	0,25
20,80	0,24
20,83	0,24
20,85	0,24
20,87	0,23
20,90	0,24
20,92	0,24
20,95	0,25
20,97	0,25
21,00	0,25
21,02	0,24
21,05	0,26
21,07	0,26
21,09	0,26
21,12	0,26
21,14	0,25
21,17	0,23
21,19	0,25
21,22	0,25
21,24	0,27
21,26	0,27
21,29	0,26
21,31	0,26
21,34	0,26
21,36	0,29
21,39	0,28
21,41	0,31
21,44	0,28
21,46	0,29
21,48	0,26
21,51	0,27
21,53	0,27
21,56	0,29
21,58	0,30
21,61	0,30
21,63	0,31
21,66	0,30
21,68	0,33
21,70	0,32
21,73	0,33
21,75	0,31
21,78	0,31
21,80	0,30
21,83	0,30
21,85	0,31
21,88	0,33
21,90	0,33
21,92	0,33
21,95	0,34
21,97	0,34
22,00	0,35
22,02	0,36
22,05	0,36
22,07	0,36
22,10	0,36
22,12	0,34
22,14	0,34
22,17	0,35
22,19	0,36
22,22	0,36
22,24	0,37
22,27	0,37
22,29	0,37
22,31	0,39
22,34	0,37
22,36	0,38
22,39	0,37
22,41	0,36
22,44	0,34
22,46	0,38
22,49	0,37
22,51	0,37
22,53	0,37
22,56	0,36
22,58	0,35
22,61	0,36
22,63	0,36
22,66	0,37
22,68	0,38
22,71	0,37
22,73	0,35
22,75	0,35
22,78	0,37
22,80	0,38
22,83	0,38
22,85	0,37
22,88	0,37
22,90	0,34
22,93	0,34
22,95	0,34
22,97	0,37
23,00	0,36
23,02	0,38
23,05	0,38
23,07	0,36
23,10	0,37
23,12	0,37
23,15	0,37
23,17	0,35
23,19	0,36
23,22	0,34
23,24	0,34
23,27	0,34
23,29	0,35
23,32	0,35
23,34	0,34
23,36	0,34
23,39	0,34
23,41	0,35
23,44	0,34
23,46	0,35
23,49	0,33
23,51	0,31
23,54	0,32
23,56	0,32
23,58	0,33
23,61	0,35
23,63	0,34
23,66	0,34
23,68	0,33
23,71	0,32
23,73	0,30
23,76	0,31
23,78	0,31
23,80	0,32
23,83	0,32
23,85	0,32
23,88	0,34
23,90	0,32
23,93	0,32
23,95	0,29
23,98	0,29
24,00	0,25
24,02	0,27
24,05	0,27
24,07	0,28
24,10	0,29
24,12	0,28
24,15	0,27
24,17	0,27
24,20	0,30
24,22	0,29
24,24	0,29
24,27	0,28
24,29	0,26
24,32	0,25
24,34	0,24
24,37	0,24
24,39	0,26
24,42	0,26
24,44	0,26
24,46	0,26
24,49	0,26
24,51	0,27
24,54	0,27
24,56	0,27
24,59	0,27
24,61	0,27
24,63	0,26
24,66	0,26
24,68	0,25
24,71	0,25
24,73	0,24
24,76	0,24
24,78	0,24
24,81	0,24
24,83	0,26
24,85	0,25
24,88	0,27
24,90	0,26
24,93	0,25
24,95	0,24
24,98	0,26
25,00	0,24
25,03	0,24
25,05	0,25
25,07	0,24
25,10	0,22
25,12	0,22
25,15	0,22
25,17	0,22
25,20	0,22
25,22	0,22
25,25	0,22
25,27	0,23
25,29	0,25
25,32	0,26
25,34	0,26
25,37	0,24
25,39	0,24
25,42	0,22
25,44	0,22
25,47	0,20
25,49	0,23
25,51	0,23
25,54	0,22
25,56	0,22
25,59	0,24
25,61	0,27
25,64	0,27
25,66	0,28
25,68	0,27
25,71	0,27
25,73	0,25
25,76	0,26
25,78	0,26
25,81	0,27
25,83	0,27
25,86	0,27
25,88	0,27
25,90	0,27
25,93	0,28
25,95	0,30
25,98	0,30
26,00	0,32
26,03	0,33
26,05	0,32
26,08	0,32
26,10	0,33
26,12	0,33
26,15	0,33
26,17	0,35
26,20	0,35
26,22	0,36
26,25	0,38
26,27	0,38
26,30	0,38
26,32	0,39
26,34	0,39
26,37	0,39
26,39	0,43
26,42	0,42
26,44	0,44
26,47	0,43
26,49	0,43
26,52	0,42
26,54	0,43
26,56	0,41
26,59	0,43
26,61	0,45
26,64	0,44
26,66	0,45
26,69	0,48
26,71	0,49
26,73	0,50
26,76	0,50
26,78	0,51
26,81	0,52
26,83	0,52
26,86	0,51
26,88	0,51
26,91	0,51
26,93	0,50
26,95	0,51
26,98	0,51
27,00	0,53
27,03	0,54
27,05	0,54
27,08	0,53
27,10	0,55
27,13	0,54
27,15	0,52
27,17	0,54
27,20	0,53
27,22	0,53
27,25	0,55
27,27	0,55
27,30	0,54
27,32	0,55
27,35	0,56
27,37	0,53
27,39	0,54
27,42	0,52
27,44	0,53
27,47	0,52
27,49	0,53
27,52	0,53
27,54	0,53
27,57	0,52
27,59	0,52
27,61	0,53
27,64	0,52
27,66	0,51
27,69	0,51
27,71	0,50
27,74	0,50
27,76	0,50
27,78	0,51
27,81	0,51
27,83	0,52
27,86	0,52
27,88	0,52
27,91	0,52
27,93	0,50
27,96	0,48
27,98	0,46
28,00	0,45
28,03	0,45
28,05	0,45
28,08	0,45
28,10	0,46
28,13	0,49
28,15	0,47
28,18	0,48
28,20	0,47
28,22	0,46
28,25	0,42
28,27	0,43
28,30	0,42
28,32	0,40
28,35	0,41
28,37	0,41
28,40	0,41
28,42	0,41
28,44	0,42
28,47	0,42
28,49	0,42
28,52	0,41
28,54	0,41
28,57	0,40
28,59	0,39
28,62	0,38
28,64	0,39
28,66	0,38
28,69	0,38
28,71	0,37
28,74	0,38
28,76	0,34
28,79	0,33
28,81	0,32
28,84	0,32
28,86	0,32
28,88	0,34
28,91	0,37
28,93	0,36
28,96	0,36
28,98	0,35
29,01	0,35
29,03	0,32
29,05	0,32
29,08	0,31
29,10	0,30
29,13	0,30
29,15	0,29
29,18	0,29
29,20	0,30
29,23	0,32
29,25	0,31
29,27	0,32
29,30	0,32
29,32	0,30
29,35	0,29
29,37	0,30
29,40	0,27
29,42	0,27
29,45	0,26
29,47	0,25
29,49	0,24
29,52	0,27
29,54	0,29
29,57	0,30
29,59	0,31
29,62	0,30
29,64	0,29
29,67	0,27
29,69	0,27
29,71	0,24
29,74	0,26
29,76	0,26
29,79	0,25
29,81	0,25
29,84	0,25
29,86	0,23
29,89	0,23
29,91	0,24
29,93	0,23
29,96	0,25
29,98	0,27
30,01	0,25
30,03	0,26
30,06	0,25
30,08	0,25
30,10	0,25
30,13	0,25
30,15	0,26
30,18	0,24
30,20	0,23
30,23	0,22
30,25	0,24
30,28	0,23
30,30	0,26
30,32	0,29
30,35	0,28
30,37	0,29
30,40	0,29
30,42	0,29
30,45	0,27
30,47	0,29
30,50	0,27
30,52	0,28
30,54	0,28
30,57	0,28
30,59	0,29
30,62	0,30
30,64	0,33
30,67	0,33
30,69	0,35
30,72	0,35
30,74	0,37
30,76	0,36
30,79	0,37
30,81	0,38
30,84	0,38
30,86	0,38
30,89	0,39
30,91	0,39
30,94	0,41
30,96	0,42
30,98	0,44
31,01	0,43
31,03	0,46
31,06	0,47
31,08	0,49
31,11	0,51
31,13	0,51
31,15	0,51
31,18	0,50
31,20	0,51
31,23	0,50
31,25	0,52
31,28	0,51
31,30	0,53
31,33	0,55
31,35	0,56
31,37	0,58
31,40	0,61
31,42	0,62
31,45	0,62
31,47	0,63
31,50	0,63
31,52	0,64
31,55	0,66
31,57	0,66
31,59	0,65
31,62	0,65
31,64	0,66
31,67	0,66
31,69	0,68
31,72	0,70
31,74	0,73
31,77	0,75
31,79	0,75
31,81	0,76
31,84	0,77
31,86	0,75
31,89	0,76
31,91	0,75
31,94	0,75
31,96	0,75
31,99	0,76
32,01	0,75
32,03	0,77
32,06	0,77
32,08	0,77
32,11	0,78
32,13	0,77
32,16	0,78
32,18	0,78
32,20	0,79
32,23	0,77
32,25	0,78
32,28	0,77
32,30	0,76
32,33	0,77
32,35	0,76
32,38	0,75
32,40	0,74
32,42	0,74
32,45	0,73
32,47	0,74
32,50	0,76
32,52	0,76
32,55	0,75
32,57	0,74
32,60	0,74
32,62	0,74
32,64	0,73
32,67	0,73
32,69	0,70
32,72	0,70
32,74	0,67
32,77	0,68
32,79	0,67
32,82	0,70
32,84	0,71
32,86	0,70
32,89	0,70
32,91	0,68
32,94	0,70
32,96	0,67
32,99	0,68
33,01	0,65
33,04	0,64
33,06	0,62
33,08	0,60
33,11	0,60
33,13	0,60
33,16	0,60
33,18	0,58
33,21	0,59
33,23	0,58
33,26	0,59
33,28	0,58
33,30	0,57
33,33	0,55
33,35	0,53
33,38	0,53
33,40	0,52
33,43	0,53
33,45	0,54
33,47	0,53
33,50	0,52
33,52	0,51
33,55	0,50
33,57	0,50
33,60	0,50
33,62	0,49
33,65	0,47
33,67	0,47
33,69	0,45
33,72	0,44
33,74	0,43
33,77	0,44
33,79	0,40
33,82	0,40
33,84	0,41
33,87	0,39
33,89	0,40
33,91	0,41
33,94	0,40
33,96	0,39
33,99	0,38
34,01	0,37
34,04	0,38
34,06	0,38
34,09	0,38
34,11	0,37
34,13	0,35
34,16	0,33
34,18	0,33
34,21	0,33
34,23	0,34
34,26	0,34
34,28	0,34
34,31	0,33
34,33	0,33
34,35	0,34
34,38	0,33
34,40	0,33
34,43	0,31
34,45	0,31
34,48	0,29
34,50	0,29
34,52	0,29
34,55	0,30
34,57	0,29
34,60	0,29
34,62	0,30
34,65	0,29
34,67	0,31
34,70	0,30
34,72	0,30
34,74	0,28
34,77	0,29
34,79	0,26
34,82	0,26
34,84	0,28
34,87	0,28
34,89	0,28
34,92	0,27
34,94	0,28
34,96	0,27
34,99	0,29
35,01	0,29
35,04	0,29
35,06	0,28
35,09	0,28
35,11	0,28
35,14	0,29
35,16	0,29
35,18	0,31
35,21	0,29
35,23	0,29
35,26	0,28
35,28	0,29
35,31	0,29
35,33	0,33
35,36	0,34
35,38	0,33
35,40	0,35
35,43	0,34
35,45	0,37
35,48	0,37
35,50	0,38
35,53	0,38
35,55	0,39
35,57	0,37
35,60	0,37
35,62	0,41
35,65	0,42
35,67	0,44
35,70	0,45
35,72	0,46
35,75	0,47
35,77	0,50
35,79	0,52
35,82	0,54
35,84	0,55
35,87	0,55
35,89	0,56
35,92	0,58
35,94	0,59
35,97	0,61
35,99	0,63
36,01	0,65
36,04	0,65
36,06	0,68
36,09	0,70
36,11	0,72
36,14	0,74
36,16	0,73
36,19	0,76
36,21	0,76
36,23	0,81
36,26	0,83
36,28	0,86
36,31	0,87
36,33	0,89
36,36	0,88
36,38	0,87
36,41	0,90
36,43	0,90
36,45	0,92
36,48	0,93
36,50	0,95
36,53	0,95
36,55	0,98
36,58	0,99
36,60	1,00
36,62	1,00
36,65	1,00
36,67	0,99
36,70	1,01
36,72	1,02
36,75	1,04
36,77	1,06
36,80	1,08
36,82	1,08
36,84	1,09
36,87	1,11
36,89	1,11
36,92	1,12
36,94	1,09
36,97	1,10
36,99	1,08
37,02	1,10
37,04	1,09
37,06	1,11
37,09	1,11
37,11	1,11
37,14	1,10
37,16	1,10
37,19	1,12
37,21	1,10
37,24	1,11
37,26	1,10
37,28	1,10
37,31	1,09
37,33	1,11
37,36	1,10
37,38	1,10
37,41	1,11
37,43	1,10
37,46	1,08
37,48	1,08
37,50	1,07
37,53	1,07
37,55	1,05
37,58	1,03
37,60	1,02
37,63	1,01
37,65	1,03
37,68	1,02
37,70	1,02
37,72	0,99
37,75	0,99
37,77	0,93
37,80	0,92
37,82	0,92
37,85	0,92
37,87	0,91
37,89	0,90
37,92	0,90
37,94	0,88
37,97	0,91
37,99	0,89
38,02	0,88
38,04	0,85
38,07	0,85
38,09	0,81
38,11	0,81
38,14	0,81
38,16	0,81
38,19	0,79
38,21	0,78
38,24	0,77
38,26	0,76
38,29	0,76
38,31	0,76
38,33	0,74
38,36	0,71
38,38	0,70
38,41	0,67
38,43	0,66
38,46	0,65
38,48	0,66
38,51	0,65
38,53	0,65
38,55	0,63
38,58	0,63
38,60	0,63
38,63	0,62
38,65	0,61
38,68	0,59
38,70	0,58
38,73	0,54
38,75	0,55
38,77	0,52
38,80	0,52
38,82	0,53
38,85	0,52
38,87	0,51
38,90	0,52
38,92	0,52
38,94	0,50
38,97	0,51
38,99	0,49
39,02	0,48
39,04	0,47
39,07	0,48
39,09	0,47
39,12	0,47
39,14	0,44
39,16	0,42
39,19	0,40
39,21	0,39
39,24	0,38
39,26	0,41
39,29	0,41
39,31	0,41
39,34	0,41
39,36	0,40
39,38	0,42
39,41	0,42
39,43	0,41
39,46	0,37
39,48	0,39
39,51	0,35
39,53	0,34
39,56	0,35
39,58	0,37
39,60	0,36
39,63	0,35
39,65	0,36
39,68	0,33
39,70	0,35
39,73	0,34
39,75	0,35
39,78	0,34
39,80	0,34
39,82	0,32
39,85	0,32
39,87	0,31
39,90	0,31
39,92	0,32
39,95	0,33
39,97	0,33
39,99	0,36
40,02	0,36
40,04	0,37
40,07	0,37
40,09	0,38
40,12	0,38
40,14	0,39
40,17	0,40
40,19	0,39
40,21	0,40
40,24	0,39
40,26	0,40
40,29	0,39
40,31	0,42
40,34	0,43
40,36	0,46
40,39	0,47
40,41	0,48
40,43	0,49
40,46	0,49
40,48	0,54
40,51	0,54
40,53	0,56
40,56	0,55
40,58	0,56
40,61	0,56
40,63	0,57
40,65	0,59
40,68	0,62
40,70	0,64
40,73	0,67
40,75	0,69
40,78	0,72
40,80	0,76
40,83	0,78
40,85	0,78
40,87	0,79
40,90	0,80
40,92	0,81
40,95	0,83
40,97	0,84
41,00	0,89
41,02	0,89
41,05	0,92
41,07	0,93
41,09	0,97
41,12	0,99
41,14	1,01
41,17	1,04
41,19	1,05
41,22	1,07
41,24	1,09
41,26	1,12
41,29	1,13
41,31	1,15
41,34	1,18
41,36	1,20
41,39	1,23
41,41	1,25
41,44	1,28
41,46	1,29
41,48	1,31
41,51	1,30
41,53	1,32
41,56	1,34
41,58	1,38
41,61	1,40
41,63	1,42
41,66	1,41
41,68	1,41
41,70	1,40
41,73	1,41
41,75	1,43
41,78	1,47
41,80	1,47
41,83	1,50
41,85	1,49
41,88	1,49
41,90	1,53
41,92	1,53
41,95	1,54
41,97	1,53
42,00	1,54
42,02	1,51
42,05	1,52
42,07	1,50
42,10	1,52
42,12	1,52
42,14	1,52
42,17	1,52
42,19	1,53
42,22	1,55
42,24	1,55
42,27	1,55
42,29	1,54
42,31	1,53
42,34	1,51
42,36	1,49
42,39	1,48
42,41	1,49
42,44	1,48
42,46	1,47
42,49	1,47
42,51	1,46
42,53	1,45
42,56	1,45
42,58	1,43
42,61	1,43
