Spannung U1	Strom IA
7,00	0,21
7,03	0,21
7,05	0,20
7,08	0,20
7,10	0,20
7,13	0,20
7,15	0,20
7,17	0,20
7,20	0,21
7,22	0,21
7,25	0,21
7,27	0,21
7,30	0,20
7,32	0,19
7,35	0,20
7,37	0,18
7,39	0,19
7,42	0,17
7,44	0,17
7,47	0,20
7,49	0,20
7,52	0,20
7,54	0,19
7,57	0,19
7,59	0,20
7,61	0,21
7,64	0,20
7,66	0,20
7,69	0,19
7,71	0,19
7,74	0,20
7,76	0,20
7,78	0,19
7,81	0,20
7,83	0,19
7,86	0,20
7,88	0,20
7,91	0,20
7,93	0,22
7,96	0,22
7,98	0,21
8,00	0,22
8,03	0,20
8,05	0,20
8,08	0,20
8,10	0,18
8,13	0,18
8,15	0,17
8,18	0,18
8,20	0,21
8,22	0,22
8,25	0,21
8,27	0,21
8,30	0,21
8,32	0,22
8,35	0,21
8,37	0,19
8,40	0,19
8,42	0,18
8,44	0,19
8,47	0,19
8,49	0,20
8,52	0,20
8,54	0,20
8,57	0,19
8,59	0,20
8,62	0,20
8,64	0,20
8,66	0,21
8,69	0,20
8,71	0,20
8,74	0,21
8,76	0,19
8,79	0,20
8,81	0,20
8,84	0,19
8,86	0,19
8,88	0,18
8,91	0,17
8,93	0,20
8,96	0,20
8,98	0,20
9,01	0,20
9,03	0,20
9,05	0,21
9,08	0,22
9,10	0,20
9,13	0,19
9,15	0,19
9,18	0,19
9,20	0,20
9,23	0,19
9,25	0,19
9,27	0,19
9,30	0,20
9,32	0,20
9,35	0,21
9,37	0,21
9,40	0,22
9,42	0,21
9,45	0,20
9,47	0,20
9,49	0,20
9,52	0,19
9,54	0,19
9,57	0,18
9,59	0,19
9,62	0,18
9,64	0,19
9,67	0,21
9,69	0,21
9,71	0,21
9,74	0,20
9,76	0,21
9,79	0,22
9,81	0,21
9,84	0,20
9,86	0,20
9,89	0,20
9,91	0,21
9,93	0,21
9,96	0,21
9,98	0,21
10,01	0,21
10,03	0,18
10,06	0,19
10,08	0,19
10,10	0,18
10,13	0,18
10,15	0,18
10,18	0,19
10,20	0,20
10,23	0,20
10,25	0,20
10,28	0,19
10,30	0,19
10,32	0,19
10,35	0,17
10,37	0,17
10,40	0,19
10,42	0,19
10,45	0,19
10,47	0,20
10,50	0,19
10,52	0,20
10,54	0,21
10,57	0,19
10,59	0,19
10,62	0,18
10,64	0,18
10,67	0,20
10,69	0,20
10,72	0,20
10,74	0,20
10,76	0,21
10,79	0,22
10,81	0,22
10,84	0,21
10,86	0,21
10,89	0,20
10,91	0,20
10,94	0,20
10,96	0,20
10,98	0,20
11,01	0,20
11,03	0,20
11,06	0,20
11,08	0,19
11,11	0,19
11,13	0,20
11,15	0,20
11,18	0,20
11,20	0,20
11,23	0,21
11,25	0,22
11,28	0,21
11,30	0,19
11,33	0,20
11,35	0,19
11,37	0,18
11,40	0,19
11,42	0,19
11,45	0,19
11,47	0,20
11,50	0,20
11,52	0,21
11,55	0,21
11,57	0,21
11,59	0,20
11,62	0,20
11,64	0,19
11,67	0,19
11,69	0,19
11,72	0,19
11,74	0,19
11,77	0,20
11,79	0,20
11,81	0,19
11,84	0,20
11,86	0,21
11,89	0,20
11,91	0,20
11,94	0,19
11,96	0,20
11,99	0,21
12,01	0,21
12,03	0,20
12,06	0,21
12,08	0,20
12,11	0,20
12,13	0,20
12,16	0,20
12,18	0,21
12,21	0,20
12,23	0,19
12,25	0,21
12,28	0,21
12,30	0,21
12,33	0,21
12,35	0,20
12,38	0,20
12,40	0,20
12,42	0,19
12,45	0,19
12,47	0,19
12,50	0,19
12,52	0,20
12,55	0,18
12,57	0,19
12,60	0,21
12,62	0,21
12,64	0,21
12,67	0,21
12,69	0,20
12,72	0,22
12,74	0,22
12,77	0,20
12,79	0,20
12,82	0,19
12,84	0,19
12,86	0,20
12,89	0,20
12,91	0,20
12,94	0,20
12,96	0,20
12,99	0,22
13,01	0,21
13,04	0,20
13,06	0,20
13,08	0,19
13,11	0,19
13,13	0,19
13,16	0,18
13,18	0,20
13,21	0,20
13,23	0,20
13,26	0,21
13,28	0,20
13,30	0,20
13,33	0,19
13,35	0,19
13,38	0,18
13,40	0,18
13,43	0,17
13,45	0,19
13,47	0,19
13,50	0,19
13,52	0,20
13,55	0,19
13,57	0,19
13,60	0,21
13,62	0,20
13,65	0,21
13,67	0,20
13,69	0,20
13,72	0,22
13,74	0,22
13,77	0,21
13,79	0,20
13,82	0,19
13,84	0,19
13,87	0,19
13,89	0,19
13,91	0,19
13,94	0,19
13,96	0,19
13,99	0,20
14,01	0,19
14,04	0,19
14,06	0,18
14,09	0,18
14,11	0,18
14,13	0,18
14,16	0,19
14,18	0,20
14,21	0,20
14,23	0,20
14,26	0,21
14,28	0,19
14,31	0,19
14,33	0,20
14,35	0,20
14,38	0,20
14,40	0,20
14,43	0,19
14,45	0,22
14,48	0,21
14,50	0,20
14,52	0,20
14,55	0,20
14,57	0,20
14,60	0,20
14,62	0,19
14,65	0,19
14,67	0,19
14,70	0,19
14,72	0,20
14,74	0,20
14,77	0,21
14,79	0,20
14,82	0,20
14,84	0,20
14,87	0,20
14,89	0,19
14,92	0,20
14,94	0,19
14,96	0,19
14,99	0,20
15,01	0,19
15,04	0,19
15,06	0,21
15,09	0,21
15,11	0,22
15,14	0,21
15,16	0,21
15,18	0,24
15,21	0,23
15,23	0,21
15,26	0,22
15,28	0,20
15,31	0,21
15,33	0,21
15,36	0,20
15,38	0,21
15,40	0,20
15,43	0,20
15,45	0,21
15,48	0,21
15,50	0,22
15,53	0,21
15,55	0,21
15,57	0,21
15,60	0,21
15,62	0,20
15,65	0,20
15,67	0,20
15,70	0,20
15,72	0,19
15,75	0,18
15,77	0,18
15,79	0,20
15,82	0,20
15,84	0,20
15,87	0,20
15,89	0,20
15,92	0,22
15,94	0,23
15,97	0,21
15,99	0,21
16,01	0,20
16,04	0,20
16,06	0,20
16,09	0,19
16,11	0,19
16,14	0,19
16,16	0,20
16,19	0,22
16,21	0,21
16,23	0,21
16,26	0,21
16,28	0,21
16,31	0,20
16,33	0,19
16,36	0,19
16,38	0,19
16,41	0,19
16,43	0,19
16,45	0,20
16,48	0,19
16,50	0,19
16,53	0,21
16,55	0,18
16,58	0,18
16,60	0,18
16,63	0,17
16,65	0,20
16,67	0,20
16,70	0,18
16,72	0,20
16,75	0,20
16,77	0,21
16,80	0,21
16,82	0,20
16,84	0,19
16,87	0,19
16,89	0,20
16,92	0,21
16,94	0,20
16,97	0,21
16,99	0,21
17,02	0,20
17,04	0,20
17,06	0,20
17,09	0,19
17,11	0,19
17,14	0,19
17,16	0,19
17,19	0,19
17,21	0,19
17,24	0,19
17,26	0,20
17,28	0,21
17,31	0,21
17,33	0,21
17,36	0,21
17,38	0,23
17,41	0,22
17,43	0,21
17,46	0,20
17,48	0,19
17,50	0,19
17,53	0,19
17,55	0,19
17,58	0,19
17,60	0,18
17,63	0,18
17,65	0,19
17,68	0,20
17,70	0,20
17,72	0,20
17,75	0,20
17,77	0,21
17,80	0,21
17,82	0,21
17,85	0,21
17,87	0,21
17,89	0,20
17,92	0,20
17,94	0,20
17,97	0,20
17,99	0,21
18,02	0,21
18,04	0,22
18,07	0,22
18,09	0,22
18,11	0,23
18,14	0,23
18,16	0,22
18,19	0,21
18,21	0,19
18,24	0,19
18,26	0,20
18,29	0,20
18,31	0,21
18,33	0,20
18,36	0,19
18,38	0,22
18,41	0,22
18,43	0,21
18,46	0,20
18,48	0,20
18,51	0,21
18,53	0,21
18,55	0,21
18,58	0,21
18,60	0,21
18,63	0,21
18,65	0,22
18,68	0,21
18,70	0,21
18,73	0,20
18,75	0,20
18,77	0,21
18,80	0,21
18,82	0,20
18,85	0,22
18,87	0,21
18,90	0,22
18,92	0,22
18,94	0,20
18,97	0,20
18,99	0,20
19,02	0,18
19,04	0,19
19,07	0,17
19,09	0,17
19,12	0,20
19,14	0,19
19,16	0,19
19,19	0,20
19,21	0,19
19,24	0,20
19,26	0,20
19,29	0,19
19,31	0,20
19,34	0,19
19,36	0,19
19,38	0,20
19,41	0,20
19,43	0,20
19,46	0,20
19,48	0,21
19,51	0,21
19,53	0,21
19,56	0,20
19,58	0,21
19,60	0,21
19,63	0,21
19,65	0,21
19,68	0,19
19,70	0,19
19,73	0,19
19,75	0,18
19,78	0,19
19,80	0,18
19,82	0,19
19,85	0,20
19,87	0,20
19,90	0,20
19,92	0,20
19,95	0,20
19,97	0,21
19,99	0,21
20,02	0,21
20,04	0,21
20,07	0,21
20,09	0,21
20,12	0,21
20,14	0,20
20,17	0,20
20,19	0,19
20,21	0,19
20,24	0,20
20,26	0,20
20,29	0,20
20,31	0,21
20,34	0,21
20,36	0,21
20,39	0,21
20,41	0,19
20,43	0,19
20,46	0,20
20,48	0,18
20,51	0,19
20,53	0,18
20,56	0,19
20,58	0,22
20,61	0,22
20,63	0,22
20,65	0,21
20,68	0,21
20,70	0,22
20,73	0,22
20,75	0,21
20,78	0,21
20,80	0,21
20,83	0,21
20,85	0,21
20,87	0,21
20,90	0,20
20,92	0,20
20,95	0,20
20,97	0,21
21,00	0,21
21,02	0,20
21,05	0,22
21,07	0,22
21,09	0,22
21,12	0,22
21,14	0,20
21,17	0,20
21,19	0,20
21,22	0,19
21,24	0,18
21,26	0,18
21,29	0,18
21,31	0,21
21,34	0,20
21,36	0,21
21,39	0,21
21,41	0,21
21,44	0,21
21,46	0,21
21,48	0,20
21,51	0,20
21,53	0,20
21,56	0,20
21,58	0,21
21,61	0,21
21,63	0,21
21,66	0,21
21,68	0,21
21,70	0,21
21,73	0,21
21,75	0,20
21,78	0,22
21,80	0,21
21,83	0,21
21,85	0,21
21,88	0,20
21,90	0,20
21,92	0,20
21,95	0,18
21,97	0,18
22,00	0,17
22,02	0,17
22,05	0,19
22,07	0,20
22,10	0,20
22,12	0,20
22,14	0,20
22,17	0,22
22,19	0,23
22,22	0,21
22,24	0,20
22,27	0,19
22,29	0,18
22,31	0,19
22,34	0,18
22,36	0,18
22,39	0,19
22,41	0,19
22,44	0,21
22,46	0,21
22,49	0,22
22,51	0,23
22,53	0,23
22,56	0,22
22,58	0,22
22,61	0,21
22,63	0,21
22,66	0,21
22,68	0,19
22,71	0,20
22,73	0,19
22,75	0,19
22,78	0,21
22,80	0,20
22,83	0,20
22,85	0,19
22,88	0,19
22,90	0,20
22,93	0,21
22,95	0,20
22,97	0,20
23,00	0,20
23,02	0,20
23,05	0,20
23,07	0,20
23,10	0,20
23,12	0,20
23,15	0,19
23,17	0,21
23,19	0,21
23,22	0,21
23,24	0,23
23,27	0,23
23,29	0,23
23,32	0,23
23,34	0,23
23,36	0,23
23,39	0,23
23,41	0,21
23,44	0,21
23,46	0,19
23,49	0,20
23,51	0,22
23,54	0,22
23,56	0,21
23,58	0,22
23,61	0,22
23,63	0,23
23,66	0,22
23,68	0,21
23,71	0,20
23,73	0,20
23,76	0,20
23,78	0,20
23,80	0,21
23,83	0,21
23,85	0,20
23,88	0,20
23,90	0,21
23,93	0,20
23,95	0,20
23,98	0,20
24,00	0,20
24,02	0,20
24,05	0,20
24,07	0,20
24,10	0,20
24,12	0,20
24,15	0,20
24,17	0,20
24,20	0,19
24,22	0,19
24,24	0,20
24,27	0,21
24,29	0,21
24,32	0,20
24,34	0,20
24,37	0,22
24,39	0,21
24,42	0,20
24,44	0,20
24,46	0,19
24,49	0,19
24,51	0,21
24,54	0,20
24,56	0,20
24,59	0,21
24,61	0,20
24,63	0,21
24,66	0,21
24,68	0,20
24,71	0,20
24,73	0,19
24,76	0,19
24,78	0,19
24,81	0,19
24,83	0,19
24,85	0,19
24,88	0,19
24,90	0,21
24,93	0,19
24,95	0,19
24,98	0,21
25,00	0,20
25,03	0,20
25,05	0,20
25,07	0,20
25,10	0,21
25,12	0,22
25,15	0,19
25,17	0,20
25,20	0,20
25,22	0,21
25,25	0,21
25,27	0,21
25,29	0,21
25,32	0,21
25,34	0,21
25,37	0,22
25,39	0,20
25,42	0,20
25,44	0,19
25,47	0,19
25,49	0,20
25,51	0,20
25,54	0,20
25,56	0,21
25,59	0,21
25,61	0,21
25,64	0,22
25,66	0,20
25,68	0,20
25,71	0,22
25,73	0,21
25,76	0,21
25,78	0,21
25,81	0,20
25,83	0,21
25,86	0,21
25,88	0,20
25,90	0,21
25,93	0,19
25,95	0,20
25,98	0,21
26,00	0,21
26,03	0,20
26,05	0,20
26,08	0,20
26,10	0,22
26,12	0,21
26,15	0,19
26,17	0,19
26,20	0,19
26,22	0,19
26,25	0,19
26,27	0,19
26,30	0,20
26,32	0,20
26,34	0,20
26,37	0,21
26,39	0,19
26,42	0,19
26,44	0,18
26,47	0,19
26,49	0,19
26,52	0,19
26,54	0,19
26,56	0,21
26,59	0,21
26,61	0,21
26,64	0,20
26,66	0,18
26,69	0,18
26,71	0,20
26,73	0,19
26,76	0,20
26,78	0,20
26,81	0,20
26,83	0,22
26,86	0,23
26,88	0,22
26,91	0,21
26,93	0,21
26,95	0,20
26,98	0,20
27,00	0,20
27,03	0,20
27,05	0,20
27,08	0,20
27,10	0,20
27,13	0,19
27,15	0,19
27,17	0,19
27,20	0,18
27,22	0,19
27,25	0,18
27,27	0,18
27,30	0,19
27,32	0,19
27,35	0,19
27,37	0,19
27,39	0,19
27,42	0,19
27,44	0,20
27,47	0,21
27,49	0,21
27,52	0,22
27,54	0,22
27,57	0,24
27,59	0,23
27,61	0,21
27,64	0,20
27,66	0,19
27,69	0,19
27,71	0,19
27,74	0,18
27,76	0,18
27,78	0,18
27,81	0,19
27,83	0,20
27,86	0,20
27,88	0,20
27,91	0,20
27,93	0,20
27,96	0,20
27,98	0,20
28,00	0,20
28,03	0,20
28,05	0,20
28,08	0,20
28,10	0,20
28,13	0,19
28,15	0,19
28,18	0,22
28,20	0,22
28,22	0,21
28,25	0,21
28,27	0,20
28,30	0,22
28,32	0,22
28,35	0,20
28,37	0,20
28,40	0,19
28,42	0,20
28,44	0,20
28,47	0,20
28,49	0,20
28,52	0,20
28,54	0,19
28,57	0,20
28,59	0,20
28,62	0,20
28,64	0,21
28,66	0,21
28,69	0,21
28,71	0,22
28,74	0,21
28,76	0,22
28,79	0,22
28,81	0,21
28,84	0,21
28,86	0,19
28,88	0,18
28,91	0,20
28,93	0,20
28,96	0,20
28,98	0,21
29,01	0,21
29,03	0,23
29,05	0,23
29,08	0,22
29,10	0,21
29,13	0,20
29,15	0,19
29,18	0,19
29,20	0,18
29,23	0,19
29,25	0,18
29,27	0,19
29,30	0,20
29,32	0,21
29,35	0,21
29,37	0,21
29,40	0,20
29,42	0,20
29,45	0,18
29,47	0,18
29,49	0,18
29,52	0,19
29,54	0,18
29,57	0,19
29,59	0,18
29,62	0,18
29,64	0,20
29,67	0,20
29,69	0,20
29,71	0,21
29,74	0,20
29,76	0,23
29,79	0,23
29,81	0,21
29,84	0,21
29,86	0,20
29,89	0,20
29,91	0,20
29,93	0,19
29,96	0,20
29,98	0,19
30,01	0,20
30,03	0,21
30,06	0,20
30,08	0,21
30,10	0,20
30,13	0,20
30,15	0,20
30,18	0,20
30,20	0,20
30,23	0,20
30,25	0,20
30,28	0,20
30,30	0,20
30,32	0,20
30,35	0,20
30,37	0,21
30,40	0,21
30,42	0,22
30,45	0,22
30,47	0,22
30,50	0,23
30,52	0,23
30,54	0,21
30,57	0,22
30,59	0,20
30,62	0,20
30,64	0,21
30,67	0,20
30,69	0,20
30,72	0,19
30,74	0,19
30,76	0,21
30,79	0,20
30,81	0,20
30,84	0,20
30,86	0,20
30,89	0,20
30,91	0,21
30,94	0,19
30,96	0,19
30,98	0,19
31,01	0,18
31,03	0,19
31,06	0,19
31,08	0,19
31,11	0,19
31,13	0,20
31,15	0,20
31,18	0,21
31,20	0,21
31,23	0,22
31,25	0,22
31,28	0,22
31,30	0,22
31,33	0,20
31,35	0,20
31,37	0,20
31,40	0,19
31,42	0,19
31,45	0,19
31,47	0,19
31,50	0,22
31,52	0,22
31,55	0,22
31,57	0,21
31,59	0,20
31,62	0,21
31,64	0,21
31,67	0,20
31,69	0,20
31,72	0,20
31,74	0,20
31,77	0,21
31,79	0,21
31,81	0,21
31,84	0,20
31,86	0,20
31,89	0,21
31,91	0,21
31,94	0,21
31,96	0,23
31,99	0,23
32,01	0,23
32,03	0,22
32,06	0,20
32,08	0,20
32,11	0,20
32,13	0,17
32,16	0,17
32,18	0,17
32,20	0,17
32,23	0,20
32,25	0,21
32,28	0,21
32,30	0,21
32,33	0,21
32,35	0,22
32,38	0,22
32,40	0,20
32,42	0,19
32,45	0,19
32,47	0,19
32,50	0,20
32,52	0,20
32,55	0,19
32,57	0,20
32,60	0,20
32,62	0,21
32,64	0,20
32,67	0,20
32,69	0,23
32,72	0,22
32,74	0,22
32,77	0,22
32,79	0,20
32,82	0,21
32,84	0,20
32,86	0,18
32,89	0,19
32,91	0,18
32,94	0,18
32,96	0,21
32,99	0,21
33,01	0,20
33,04	0,20
33,06	0,20
33,08	0,21
33,11	0,21
33,13	0,20
33,16	0,20
33,18	0,20
33,21	0,20
33,23	0,20
33,26	0,21
33,28	0,21
33,30	0,21
33,33	0,20
33,35	0,21
33,38	0,21
33,40	0,21
33,43	0,23
33,45	0,22
33,47	0,22
33,50	0,21
33,52	0,19
33,55	0,20
33,57	0,20
33,60	0,18
33,62	0,18
33,65	0,18
33,67	0,19
33,69	0,22
33,72	0,22
33,74	0,21
33,77	0,22
33,79	0,22
33,82	0,22
33,84	0,22
33,87	0,21
33,89	0,21
33,91	0,21
33,94	0,20
33,96	0,20
33,99	0,20
34,01	0,20
34,04	0,20
34,06	0,19
34,09	0,20
34,11	0,20
34,13	0,20
34,16	0,22
34,18	0,22
34,21	0,22
34,23	0,21
34,26	0,20
34,28	0,20
34,31	0,20
34,33	0,17
34,35	0,17
34,38	0,17
34,40	0,17
34,43	0,20
34,45	0,19
34,48	0,20
34,50	0,21
34,52	0,21
34,55	0,22
34,57	0,22
34,60	0,21
34,62	0,21
34,65	0,20
34,67	0,21
34,70	0,21
34,72	0,22
34,74	0,21
34,77	0,21
34,79	0,21
34,82	0,22
34,84	0,21
34,87	0,20
34,89	0,21
34,92	0,21
34,94	0,21
34,96	0,21
34,99	0,21
35,01	0,22
35,04	0,22
35,06	0,20
35,09	0,20
35,11	0,20
35,14	0,19
35,16	0,21
35,18	0,21
35,21	0,22
35,23	0,22
35,26	0,23
35,28	0,23
35,31	0,23
35,33	0,21
35,36	0,21
35,38	0,20
35,40	0,20
35,43	0,19
35,45	0,19
35,48	0,19
35,50	0,19
35,53	0,19
35,55	0,20
35,57	0,21
35,60	0,21
35,62	0,20
35,65	0,20
35,67	0,20
35,70	0,19
35,72	0,19
35,75	0,19
35,77	0,19
35,79	0,19
35,82	0,19
35,84	0,18
35,87	0,18
35,89	0,20
35,92	0,20
35,94	0,20
35,97	0,20
35,99	0,20
36,01	0,21
36,04	0,21
36,06	0,20
36,09	0,21
36,11	0,20
36,14	0,20
36,16	0,21
36,19	0,21
36,21	0,21
36,23	0,21
36,26	0,20
36,28	0,22
36,31	0,22
36,33	0,21
36,36	0,21
36,38	0,21
36,41	0,21
36,43	0,20
36,45	0,19
36,48	0,19
36,50	0,19
36,53	0,19
36,55	0,19
36,58	0,19
36,60	0,20
36,62	0,22
36,65	0,22
36,67	0,22
36,70	0,22
36,72	0,21
36,75	0,22
36,77	0,21
36,80	0,19
36,82	0,20
36,84	0,19
36,87	0,19
36,89	0,20
36,92	0,21
36,94	0,21
36,97	0,21
36,99	0,21
37,02	0,22
37,04	0,22
37,06	0,21
37,09	0,21
37,11	0,21
37,14	0,21
37,16	0,21
37,19	0,20
37,21	0,20
37,24	0,20
37,26	0,20
37,28	0,20
37,31	0,18
37,33	0,18
37,36	0,20
37,38	0,20
37,41	0,20
37,43	0,21
37,46	0,21
37,48	0,23
37,50	0,23
37,53	0,21
37,55	0,21
37,58	0,20
37,60	0,19
37,63	0,20
37,65	0,20
37,68	0,20
37,70	0,20
37,72	0,20
37,75	0,22
37,77	0,22
37,80	0,21
37,82	0,21
37,85	0,20
37,87	0,20
37,89	0,19
37,92	0,19
37,94	0,19
37,97	0,19
37,99	0,19
38,02	0,20
38,04	0,18
38,07	0,19
38,09	0,20
38,11	0,20
38,14	0,20
38,16	0,20
38,19	0,20
38,21	0,22
38,24	0,21
38,26	0,20
38,29	0,20
38,31	0,20
38,33	0,19
38,36	0,20
38,38	0,20
38,41	0,20
38,43	0,20
38,46	0,20
38,48	0,21
38,51	0,21
38,53	0,20
38,55	0,20
38,58	0,20
38,60	0,21
38,63	0,20
38,65	0,20
38,68	0,20
38,70	0,20
38,73	0,20
38,75	0,20
38,77	0,19
38,80	0,19
38,82	0,19
38,85	0,19
38,87	0,19
38,90	0,19
38,92	0,19
38,94	0,21
38,97	0,20
38,99	0,20
39,02	0,20
39,04	0,18
39,07	0,19
39,09	0,20
39,12	0,21
39,14	0,21
39,16	0,21
39,19	0,21
39,21	0,23
39,24	0,23
39,26	0,21
39,29	0,21
39,31	0,21
39,34	0,20
39,36	0,20
39,38	0,19
39,41	0,20
39,43	0,19
39,46	0,19
39,48	0,20
39,51	0,19
39,53	0,19
39,56	0,19
39,58	0,20
39,60	0,21
39,63	0,20
39,65	0,20
39,68	0,21
39,70	0,21
39,73	0,20
39,75	0,20
39,78	0,18
39,80	0,18
39,82	0,20
39,85	0,17
39,87	0,17
39,90	0,18
39,92	0,17
39,95	0,20
39,97	0,19
39,99	0,17
40,02	0,19
40,04	0,19
40,07	0,19
40,09	0,19
40,12	0,19
40,14	0,19
40,17	0,19
40,19	0,20
40,21	0,21
40,24	0,19
40,26	0,19
40,29	0,19
40,31	0,19
40,34	0,19
40,36	0,18
40,39	0,18
40,41	0,20
40,43	0,20
40,46	0,20
40,48	0,20
40,51	0,18
40,53	0,18
40,56	0,19
40,58	0,20
40,61	0,20
40,63	0,20
40,65	0,20
40,68	0,23
40,70	0,23
40,73	0,22
40,75	0,22
40,78	0,20
40,80	0,20
40,83	0,20
40,85	0,20
40,87	0,20
40,90	0,19
40,92	0,19
40,95	0,21
40,97	0,20
41,00	0,20
41,02	0,20
41,05	0,19
41,07	0,19
41,09	0,19
41,12	0,18
41,14	0,19
41,17	0,18
41,19	0,19
41,22	0,20
41,24	0,19
41,26	0,20
41,29	0,22
41,31	0,22
41,34	0,22
41,36	0,22
41,39	0,21
41,41	0,23
41,44	0,22
41,46	0,20
41,48	0,21
41,51	0,20
41,53	0,19
41,56	0,20
41,58	0,18
41,61	0,19
41,63	0,19
41,66	0,19
41,68	0,20
41,70	0,19
41,73	0,19
41,75	0,19
41,78	0,19
41,80	0,20
41,83	0,20
41,85	0,20
41,88	0,21
41,90	0,21
41,92	0,21
41,95	0,21
41,97	0,19
42,00	0,19
42,02	0,21
42,05	0,21
42,07	0,21
42,10	0,22
42,12	0,22
42,14	0,25
42,17	0,24
42,19	0,23
42,22	0,22
42,24	0,21
42,27	0,20
42,29	0,20
42,31	0,19
42,34	0,20
42,36	0,19
42,39	0,20
42,41	0,22
42,44	0,22
42,46	0,22
42,49	0,21
42,51	0,21
42,53	0,21
42,56	0,20
42,58	0,20
42,61	0,20
